state_fips,state,county,crops
1,Alabama,Chilton,Alfalfa:2; Apples:5; Blueberries:3; Canola:1; Cantaloupes:3; Citrus:1; Clover/Wildflowers:4; Corn:19; Cotton:17; Grapes:1; Greens:1; Herbs:5; Millet:10; Oats:18; Other_Hay/Non_Alfalfa:12; Peaches:12; Peanuts:11; Peas:6; Pecans:11; Peppers:1; Plums:7; Potatoes:2; Pumpkins:8; Rye:6; Sorghum:16; Soybeans:27; Squash:3; Strawberries:2; Sunflower:6; Sweet_Corn:6; Sweet_Potatoes:4; Tomatoes:2; Triticale:1; Vetch:1; Winter_Wheat:12
1,Alabama,Choctaw,Blueberries:8; Canola:1; Citrus:3; Clover/Wildflowers:2; Corn:17; Cotton:19; Herbs:2; Millet:9; Oats:8; Oranges:1; Other_Hay/Non_Alfalfa:11; Peaches:2; Peanuts:11; Pecans:10; Rye:1; Sorghum:12; Soybeans:24; Sunflower:5; Sweet_Corn:1; Sweet_Potatoes:2; Triticale:1; Vetch:1; Winter_Wheat:10
1,Alabama,Clarke,Alfalfa:4; Blueberries:5; Canola:1; Citrus:2; Clover/Wildflowers:1; Corn:19; Cotton:20; Herbs:4; Millet:12; Oats:18; Olives:1; Oranges:2; Other_Hay/Non_Alfalfa:12; Peaches:2; Peanuts:12; Peas:3; Pecans:11; Rye:5; Sorghum:16; Soybeans:29; Spring_Wheat:1; Sunflower:4; Sweet_Corn:2; Sweet_Potatoes:6; Vetch:1; Winter_Wheat:12
1,Alabama,Clay,Alfalfa:3; Barley:3; Blueberries:1; Canola:1; Clover/Wildflowers:2; Corn:16; Cotton:15; Dry_Beans:1; Grapes:1; Herbs:6; Millet:10; Oats:19; Other_Hay/Non_Alfalfa:12; Peaches:5; Peanuts:11; Peas:3; Pecans:10; Plums:1; Potatoes:4; Pumpkins:6; Rye:9; Sorghum:16; Soybeans:33; Squash:2; Sunflower:2; Sweet_Corn:3; Sweet_Potatoes:1; Tomatoes:3; Winter_Wheat:12
1,Alabama,Cleburne,Alfalfa:4; Apples:5; Blueberries:1; Clover/Wildflowers:1; Corn:19; Cotton:13; Dry_Beans:1; Grapes:2; Herbs:5; Millet:9; Oats:23; Other_Hay/Non_Alfalfa:12; Peaches:1; Peanuts:11; Peas:2; Pecans:6; Potatoes:2; Pumpkins:1; Rye:10; Sorghum:13; Soybeans:31; Sunflower:3; Sweet_Corn:3; Sweet_Potatoes:1; Tomatoes:2; Triticale:1; Winter_Wheat:11
1,Alabama,Coffee,Alfalfa:3; Blueberries:7; Cantaloupes:3; Citrus:2; Clover/Wildflowers:9; Corn:29; Cotton:22; Cucumbers:6; Dry_Beans:2; Grapes:2; Herbs:7; Millet:12; Oats:29; Other_Hay/Non_Alfalfa:12; Peaches:6; Peanuts:12; Peas:12; Pecans:12; Rye:12; Sorghum:16; Soybeans:32; Spring_Wheat:1; Squash:1; Sunflower:6; Sweet_Corn:6; Sweet_Potatoes:1; Tomatoes:1; Triticale:9; Winter_Wheat:12
1,Alabama,Colbert,Alfalfa:5; Apples:5; Canola:4; Cantaloupes:1; Clover/Wildflowers:5; Corn:21; Cotton:16; Grapes:1; Herbs:1; Millet:8; Oats:14; Other_Hay/Non_Alfalfa:12; Peaches:5; Peanuts:11; Peas:1; Pecans:8; Potatoes:1; Pumpkins:2; Rape_Seed:2; Rye:5; Sorghum:18; Soybeans:28; Sunflower:3; Sweet_Corn:3; Sweet_Potatoes:3; Triticale:1; Winter_Wheat:12
1,Alabama,Conecuh,Alfalfa:2; Blueberries:4; Cantaloupes:3; Citrus:1; Clover/Wildflowers:5; Corn:19; Cotton:20; Cucumbers:1; Grapes:1; Herbs:4; Millet:12; Oats:25; Olives:1; Other_Hay/Non_Alfalfa:12; Peaches:4; Peanuts:12; Peas:6; Pecans:12; Potatoes:1; Pumpkins:2; Rye:11; Sorghum:18; Soybeans:34; Squash:2; Strawberries:2; Sunflower:3; Sweet_Corn:4; Sweet_Potatoes:6; Tomatoes:1; Triticale:1; Vetch:1; Winter_Wheat:12
1,Alabama,Coosa,Alfalfa:2; Blueberries:2; Clover/Wildflowers:3; Corn:13; Cotton:14; Grapes:2; Herbs:3; Millet:6; Oats:14; Other_Hay/Non_Alfalfa:12; Peaches:8; Peanuts:8; Peas:2; Pecans:10; Plums:2; Pumpkins:2; Rye:1; Sorghum:10; Soybeans:30; Strawberries:1; Sunflower:1; Sweet_Corn:1; Triticale:3; Winter_Wheat:11
1,Alabama,Covington,Alfalfa:2; Blueberries:5; Cantaloupes:4; Citrus:1; Clover/Wildflowers:8; Corn:22; Cotton:22; Cucumbers:6; Grapes:1; Herbs:7; Millet:12; Oats:29; Other_Hay/Non_Alfalfa:12; Peaches:6; Peanuts:12; Peas:6; Pecans:12; Potatoes:2; Pumpkins:1; Rye:11; Sorghum:16; Soybeans:35; Squash:2; Sunflower:3; Sweet_Corn:7; Sweet_Potatoes:3; Tomatoes:1; Triticale:5; Winter_Wheat:11
1,Alabama,Crenshaw,Alfalfa:3; Apples:1; Blueberries:3; Cantaloupes:2; Clover/Wildflowers:5; Corn:20; Cotton:17; Grapes:1; Herbs:7; Millet:12; Oats:23; Other_Hay/Non_Alfalfa:12; Peaches:5; Peanuts:12; Peas:2; Pecans:11; Peppers:1; Potatoes:2; Pumpkins:2; Rye:10; Sorghum:15; Soybeans:29; Squash:2; Sunflower:4; Sweet_Corn:2; Sweet_Potatoes:1; Tomatoes:1; Triticale:2; Winter_Wheat:12
1,Alabama,Cullman,Alfalfa:10; Apples:6; Barley:2; Blueberries:5; Canola:5; Cantaloupes:1; Citrus:2; Clover/Wildflowers:8; Corn:23; Cotton:16; Grapes:1; Greens:2; Herbs:3; Millet:11; Oats:17; Other_Hay/Non_Alfalfa:12; Peaches:9; Peanuts:11; Peas:4; Pecans:12; Plums:1; Potatoes:8; Pumpkins:8; Rape_Seed:1; Rye:8; Sorghum:17; Soybeans:34; Squash:8; Strawberries:4; Sunflower:2; Sweet_Corn:2; Sweet_Potatoes:12; Tomatoes:4; Triticale:3; Winter_Wheat:12
1,Alabama,Dale,Alfalfa:3; Blueberries:9; Cantaloupes:3; Citrus:1; Clover/Wildflowers:6; Corn:29; Cotton:21; Cucumbers:9; Dry_Beans:4; Grapes:1; Herbs:9; Millet:12; Oats:28; Other_Hay/Non_Alfalfa:12; Peaches:2; Peanuts:12; Peas:10; Pecans:11; Potatoes:1; Rye:12; Sorghum:16; Soybeans:29; Spring_Wheat:1; Squash:1; Sunflower:8; Sweet_Corn:6; Tomatoes:1; Triticale:11; Winter_Wheat:12
1,Alabama,Dallas,Alfalfa:7; Blueberries:4; Canola:1; Cantaloupes:4; Citrus:2; Clover/Wildflowers:7; Corn:23; Cotton:21; Greens:1; Herbs:8; Millet:12; Oats:25; Other_Hay/Non_Alfalfa:12; Peaches:7; Peanuts:12; Peas:3; Pecans:12; Peppers:1; Potatoes:1; Pumpkins:6; Rye:8; Sorghum:21; Soybeans:34; Squash:3; Strawberries:1; Sunflower:5; Sweet_Corn:5; Sweet_Potatoes:6; Tomatoes:1; Triticale:1; Vetch:1; Winter_Wheat:12
1,Alabama,DeKalb,Alfalfa:7; Apples:6; Barley:12; Blueberries:2; Canola:2; Citrus:1; Clover/Wildflowers:6; Corn:30; Cotton:16; Cucumbers:1; Grapes:1; Herbs:4; Millet:11; Oats:27; Other_Hay/Non_Alfalfa:12; Peaches:7; Peanuts:11; Peas:6; Pecans:8; Plums:1; Potatoes:11; Pumpkins:10; Rye:7; Sorghum:23; Soybeans:41; Squash:6; Strawberries:2; Sunflower:4; Sweet_Corn:8; Sweet_Potatoes:7; Tomatoes:3; Triticale:5; Winter_Wheat:12
1,Alabama,Elmore,Alfalfa:2; Apples:2; Blueberries:2; Cantaloupes:3; Clover/Wildflowers:4; Corn:17; Cotton:22; Grapes:2; Herbs:11; Millet:12; Oats:23; Other_Hay/Non_Alfalfa:12; Peaches:5; Peanuts:12; Peas:5; Pecans:12; Plums:1; Potatoes:2; Pumpkins:4; Rape_Seed:1; Rye:8; Sorghum:17; Soybeans:32; Squash:2; Strawberries:1; Sunflower:5; Sweet_Corn:5; Sweet_Potatoes:2; Tomatoes:1; Triticale:2; Winter_Wheat:11
1,Alabama,Escambia,Blueberries:6; Canola:1; Cantaloupes:2; Citrus:2; Clover/Wildflowers:6; Corn:26; Cotton:22; Dry_Beans:1; Grapes:2; Herbs:6; Millet:12; Oats:31; Olives:1; Other_Hay/Non_Alfalfa:12; Peaches:6; Peanuts:12; Peas:5; Pecans:12; Potatoes:4; Pumpkins:1; Rye:9; Sorghum:19; Soybeans:36; Squash:1; Sunflower:4; Sweet_Corn:8; Sweet_Potatoes:9; Triticale:1; Vetch:1; Winter_Wheat:12
1,Alabama,Etowah,Alfalfa:1; Apples:3; Barley:2; Blueberries:3; Canola:2; Clover/Wildflowers:6; Corn:20; Cotton:17; Grapes:1; Greens:1; Herbs:2; Millet:11; Oats:22; Other_Hay/Non_Alfalfa:12; Peaches:7; Peanuts:10; Peas:5; Pecans:7; Plums:2; Potatoes:8; Pumpkins:5; Rye:4; Sorghum:19; Soybeans:35; Squash:4; Sunflower:3; Sweet_Corn:3; Sweet_Potatoes:9; Tomatoes:5; Triticale:3; Turnips:1; Winter_Wheat:12
1,Alabama,Fayette,Alfalfa:5; Canola:1; Clover/Wildflowers:3; Corn:16; Cotton:15; Grapes:1; Herbs:1; Millet:8; Oats:7; Other_Hay/Non_Alfalfa:12; Peaches:1; Peanuts:11; Pecans:9; Rye:2; Sorghum:11; Soybeans:26; Sweet_Corn:1; Sweet_Potatoes:4; Triticale:1; Winter_Wheat:11
1,Alabama,Franklin,Alfalfa:5; Canola:3; Citrus:2; Clover/Wildflowers:5; Corn:19; Cotton:16; Greens:1; Herbs:1; Millet:10; Oats:12; Other_Hay/Non_Alfalfa:12; Peaches:1; Peanuts:12; Peas:2; Pecans:5; Pumpkins:1; Rape_Seed:1; Rye:3; Sorghum:15; Soybeans:28; Sunflower:3; Sweet_Corn:1; Sweet_Potatoes:9; Winter_Wheat:12
1,Alabama,Geneva,Alfalfa:2; Apples:1; Blueberries:10; Cantaloupes:3; Citrus:2; Clover/Wildflowers:8; Corn:29; Cotton:23; Cucumbers:9; Dry_Beans:4; Grapes:2; Herbs:8; Millet:12; Oats:31; Other_Hay/Non_Alfalfa:12; Peaches:5; Peanuts:12; Peas:12; Pecans:12; Peppers:1; Rye:12; Sorghum:18; Soybeans:31; Spring_Wheat:1; Squash:1; Sunflower:5; Sweet_Corn:7; Tomatoes:1; Triticale:10; Winter_Wheat:12
1,Alabama,Greene,Alfalfa:8; Canola:1; Cantaloupes:1; Citrus:2; Clover/Wildflowers:2; Corn:16; Cotton:18; Herbs:2; Millet:8; Oats:8; Other_Hay/Non_Alfalfa:12; Peaches:4; Peanuts:12; Pecans:12; Rape_Seed:1; Rye:3; Sorghum:15; Soybeans:24; Sunflower:2; Sweet_Potatoes:3; Triticale:1; Vetch:1; Winter_Wheat:12
1,Alabama,Hale,Alfalfa:8; Blueberries:4; Canola:1; Cantaloupes:1; Citrus:2; Clover/Wildflowers:3; Corn:17; Cotton:19; Herbs:4; Millet:8; Oats:12; Other_Hay/Non_Alfalfa:12; Peaches:5; Peanuts:11; Pecans:10; Rye:4; Sorghum:18; Soybeans:27; Sunflower:3; Sweet_Corn:1; Sweet_Potatoes:4; Tomatoes:1; Vetch:1; Winter_Wheat:12
1,Alabama,Henry,Alfalfa:4; Blueberries:12; Cantaloupes:3; Citrus:3; Clover/Wildflowers:5; Corn:33; Cotton:24; Cucumbers:8; Dry_Beans:5; Herbs:8; Millet:12; Oats:30; Other_Hay/Non_Alfalfa:12; Peaches:1; Peanuts:12; Peas:11; Pecans:11; Rye:12; Sorghum:19; Soybeans:33; Squash:2; Sunflower:7; Sweet_Corn:8; Tomatoes:1; Triticale:9; Winter_Wheat:12
1,Alabama,Houston,Alfalfa:3; Apples:1; Blueberries:10; Cantaloupes:2; Carrots:1; Citrus:2; Clover/Wildflowers:5; Corn:30; Cotton:24; Cucumbers:9; Dry_Beans:4; Herbs:7; Millet:12; Oats:28; Other_Hay/Non_Alfalfa:12; Peaches:3; Peanuts:12; Peas:12; Pecans:12; Peppers:1; Rye:12; Sorghum:16; Soybeans:31; Squash:2; Sunflower:6; Sweet_Corn:8; Tomatoes:1; Triticale:10; Winter_Wheat:12
1,Alabama,Jackson,Alfalfa:11; Apples:9; Barley:12; Blueberries:2; Canola:5; Clover/Wildflowers:5; Corn:31; Cotton:15; Cucumbers:1; Gourds:1; Grapes:1; Herbs:4; Millet:12; Oats:24; Other_Hay/Non_Alfalfa:12; Peaches:11; Peanuts:9; Peas:4; Pecans:8; Plums:1; Potatoes:9; Pumpkins:10; Rye:7; Sorghum:19; Soybeans:41; Squash:7; Strawberries:3; Sunflower:5; Sweet_Corn:10; Sweet_Potatoes:8; Tomatoes:1; Triticale:4; Winter_Wheat:12
1,Alabama,Jefferson,Alfalfa:1; Apples:2; Canola:1; Cantaloupes:1; Citrus:2; Clover/Wildflowers:4; Corn:17; Cotton:15; Grapes:2; Greens:1; Herbs:2; Millet:8; Oats:17; Other_Hay/Non_Alfalfa:12; Peaches:8; Peanuts:11; Peas:5; Pecans:9; Peppers:1; Plums:1; Potatoes:4; Pumpkins:2; Rye:6; Sorghum:15; Soybeans:33; Squash:4; Sweet_Corn:4; Sweet_Potatoes:11; Tomatoes:4; Triticale:1; Turnips:1; Winter_Wheat:12
1,Alabama,Lamar,Alfalfa:4; Blueberries:4; Canola:1; Citrus:1; Clover/Wildflowers:3; Corn:15; Cotton:18; Herbs:1; Millet:7; Oats:7; Other_Hay/Non_Alfalfa:12; Peanuts:12; Peas:1; Pecans:11; Sorghum:10; Soybeans:26; Sunflower:1; Sweet_Corn:2; Sweet_Potatoes:4; Triticale:1; Winter_Wheat:11
1,Alabama,Lauderdale,Alfalfa:6; Apples:8; Blueberries:2; Canola:6; Citrus:2; Clover/Wildflowers:6; Corn:25; Cotton:16; Grapes:1; Herbs:2; Millet:11; Oats:18; Other_Hay/Non_Alfalfa:12; Peaches:4; Peanuts:11; Peas:2; Pecans:10; Pumpkins:5; Rape_Seed:2; Rye:7; Sorghum:19; Soybeans:30; Squash:2; Strawberries:2; Sunflower:3; Sweet_Corn:2; Sweet_Potatoes:11; Triticale:3; Winter_Wheat:12
1,Alabama,Lawrence,Alfalfa:7; Apples:3; Canola:6; Cantaloupes:1; Citrus:2; Clover/Wildflowers:5; Corn:21; Cotton:17; Greens:1; Herbs:2; Millet:11; Oats:12; Other_Hay/Non_Alfalfa:12; Peaches:6; Peanuts:11; Pecans:6; Potatoes:1; Pumpkins:3; Rape_Seed:2; Rye:5; Sorghum:16; Soybeans:29; Squash:2; Strawberries:2; Sunflower:3; Sweet_Corn:3; Sweet_Potatoes:11; Triticale:3; Winter_Wheat:12
1,Alabama,Lee,Alfalfa:2; Apples:1; Blueberries:7; Cantaloupes:1; Clover/Wildflowers:3; Corn:21; Cotton:20; Cucumbers:2; Dry_Beans:1; Grapes:2; Herbs:11; Millet:12; Oats:25; Other_Hay/Non_Alfalfa:12; Peaches:3; Peanuts:12; Peas:4; Pecans:12; Plums:1; Potatoes:2; Pumpkins:1; Rye:11; Sorghum:18; Soybeans:31; Sunflower:5; Sweet_Corn:3; Sweet_Potatoes:2; Tomatoes:1; Triticale:5; Winter_Wheat:12
1,Alabama,Limestone,Alfalfa:9; Apples:4; Barley:1; Canola:7; Clover/Wildflowers:4; Corn:24; Cotton:16; Greens:1; Herbs:2; Millet:12; Oats:16; Other_Hay/Non_Alfalfa:12; Peaches:6; Peanuts:10; Pecans:8; Potatoes:4; Pumpkins:5; Rape_Seed:1; Rye:6; Sorghum:18; Soybeans:32; Squash:7; Strawberries:2; Sunflower:4; Sweet_Corn:2; Sweet_Potatoes:12; Tomatoes:1; Triticale:3; Winter_Wheat:12
1,Alabama,Lowndes,Alfalfa:3; Blueberries:3; Canola:1; Cantaloupes:1; Citrus:1; Clover/Wildflowers:3; Corn:18; Cotton:19; Cucumbers:1; Herbs:7; Millet:12; Oats:20; Oranges:1; Other_Hay/Non_Alfalfa:12; Peaches:7; Peanuts:12; Peas:5; Pecans:12; Potatoes:1; Pumpkins:2; Rye:7; Sorghum:16; Soybeans:27; Squash:2; Sunflower:4; Sweet_Corn:4; Sweet_Potatoes:1; Tomatoes:1; Triticale:5; Vetch:1; Winter_Wheat:12
1,Alabama,Macon,Alfalfa:1; Apples:1; Blueberries:8; Cantaloupes:1; Clover/Wildflowers:3; Corn:23; Cotton:23; Cucumbers:1; Dry_Beans:1; Grapes:4; Herbs:11; Millet:12; Oats:25; Other_Hay/Non_Alfalfa:12; Peaches:3; Peanuts:12; Peas:4; Pecans:12; Pumpkins:1; Rye:11; Sorghum:19; Soybeans:30; Sunflower:6; Sweet_Corn:5; Sweet_Potatoes:1; Triticale:4; Winter_Wheat:12
1,Alabama,Madison,Alfalfa:11; Apples:9; Barley:1; Canola:6; Citrus:2; Clover/Wildflowers:5; Corn:25; Cotton:18; Grapes:1; Herbs:3; Millet:12; Oats:19; Other_Hay/Non_Alfalfa:12; Peaches:10; Peanuts:10; Peas:4; Pecans:9; Plums:2; Potatoes:8; Pumpkins:7; Rape_Seed:1; Rye:7; Sorghum:16; Soybeans:36; Squash:8; Strawberries:5; Sunflower:2; Sweet_Corn:6; Sweet_Potatoes:12; Tomatoes:1; Triticale:2; Winter_Wheat:12
1,Alabama,Marengo,Alfalfa:4; Blueberries:6; Canola:1; Cantaloupes:2; Citrus:2; Clover/Wildflowers:2; Corn:17; Cotton:21; Herbs:2; Millet:9; Oats:12; Oranges:1; Other_Hay/Non_Alfalfa:12; Peaches:1; Peanuts:12; Pecans:11; Rye:2; Sorghum:20; Soybeans:28; Sunflower:4; Sweet_Corn:1; Sweet_Potatoes:3; Vetch:1; Winter_Wheat:12
1,Alabama,Marion,Alfalfa:6; Blueberries:3; Canola:1; Clover/Wildflowers:5; Corn:17; Cotton:15; Grapes:1; Greens:1; Herbs:1; Millet:8; Oats:9; Other_Hay/Non_Alfalfa:12; Peaches:1; Peanuts:12; Peas:2; Pecans:7; Pumpkins:1; Rape_Seed:1; Rye:4; Sorghum:13; Soybeans:26; Squash:1; Sunflower:1; Sweet_Corn:1; Sweet_Potatoes:10; Triticale:1; Winter_Wheat:12
1,Alabama,Marshall,Alfalfa:9; Apples:6; Barley:2; Blueberries:1; Canola:4; Clover/Wildflowers:3; Corn:29; Cotton:15; Gourds:1; Grapes:1; Greens:1; Herbs:3; Millet:12; Oats:19; Other_Hay/Non_Alfalfa:12; Peaches:8; Peanuts:10; Peas:4; Pecans:7; Plums:1; Potatoes:9; Pumpkins:9; Rye:7; Sorghum:19; Soybeans:35; Squash:5; Strawberries:2; Sunflower:4; Sweet_Corn:6; Sweet_Potatoes:11; Tomatoes:1; Triticale:4; Turnips:1; Winter_Wheat:12
1,Alabama,Mobile,Alfalfa:1; Blueberries:11; Canola:1; Cantaloupes:2; Citrus:6; Clover/Wildflowers:2; Corn:23; Cotton:19; Dry_Beans:2; Greens:1; Herbs:1; Millet:12; Oats:28; Oranges:5; Other_Hay/Non_Alfalfa:12; Peaches:10; Peanuts:12; Peas:2; Pecans:12; Peppers:1; Sorghum:14; Soybeans:38; Sunflower:1; Sweet_Corn:6; Sweet_Potatoes:10; Winter_Wheat:11
1,Alabama,Monroe,Alfalfa:1; Blueberries:7; Canola:1; Clover/Wildflowers:7; Corn:24; Cotton:21; Cucumbers:2; Herbs:5; Millet:12; Oats:28; Olives:1; Other_Hay/Non_Alfalfa:12; Peaches:6; Peanuts:12; Peas:6; Pecans:12; Potatoes:1; Pumpkins:2; Rye:12; Sorghum:20; Soybeans:35; Squash:2; Sunflower:4; Sweet_Corn:5; Sweet_Potatoes:9; Tomatoes:1; Triticale:1; Vetch:1; Winter_Wheat:12
1,Alabama,Montgomery,Alfalfa:1; Blueberries:2; Cantaloupes:2; Clover/Wildflowers:7; Corn:21; Cotton:20; Cucumbers:2; Herbs:9; Millet:12; Oats:23; Other_Hay/Non_Alfalfa:12; Peaches:4; Peanuts:12; Peas:5; Pecans:11; Plums:1; Potatoes:3; Pumpkins:4; Rye:8; Sorghum:15; Soybeans:29; Squash:1; Sunflower:5; Sweet_Corn:5; Tomatoes:2; Triticale:3; Winter_Wheat:12
1,Alabama,Morgan,Alfalfa:8; Apples:6; Blueberries:2; Canola:6; Cantaloupes:1; Citrus:2; Clover/Wildflowers:6; Corn:21; Cotton:17; Grapes:1; Greens:1; Herbs:3; Millet:12; Oats:15; Other_Hay/Non_Alfalfa:12; Peaches:9; Peanuts:10; Peas:2; Pecans:10; Plums:1; Potatoes:6; Pumpkins:6; Rape_Seed:2; Rye:6; Sorghum:15; Soybeans:32; Squash:5; Strawberries:4; Sunflower:2; Sweet_Corn:3; Sweet_Potatoes:12; Tomatoes:2; Triticale:4; Winter_Wheat:12
1,Alabama,Perry,Alfalfa:2; Blueberries:2; Canola:1; Cantaloupes:2; Citrus:2; Clover/Wildflowers:4; Corn:16; Cotton:19; Grapes:1; Herbs:4; Millet:11; Oats:16; Other_Hay/Non_Alfalfa:12; Peaches:2; Peanuts:12; Peas:2; Pecans:11; Plums:2; Pumpkins:2; Rye:7; Sorghum:17; Soybeans:30; Squash:1; Strawberries:1; Sunflower:2; Sweet_Corn:1; Sweet_Potatoes:9; Vetch:1; Winter_Wheat:12
1,Alabama,Pickens,Alfalfa:6; Blueberries:5; Canola:1; Clover/Wildflowers:2; Corn:17; Cotton:20; Herbs:3; Millet:9; Oats:8; Other_Hay/Non_Alfalfa:12; Peaches:4; Peanuts:12; Pecans:12; Rye:3; Sorghum:9; Soybeans:24; Sunflower:2; Sweet_Corn:2; Sweet_Potatoes:7; Triticale:1; Winter_Wheat:12
1,Alabama,Pike,Alfalfa:7; Apples:1; Blueberries:7; Cantaloupes:2; Clover/Wildflowers:7; Corn:25; Cotton:23; Cucumbers:6; Dry_Beans:2; Grapes:1; Herbs:8; Millet:12; Oats:26; Other_Hay/Non_Alfalfa:12; Peaches:3; Peanuts:12; Peas:9; Pecans:12; Potatoes:1; Rye:11; Sorghum:18; Soybeans:32; Squash:1; Sunflower:6; Sweet_Corn:4; Sweet_Potatoes:1; Triticale:9; Winter_Wheat:12
